SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
210041241,Sunbury - South,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051242,Broadmeadows,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051243,Campbellfield - Coolaroo,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051245,Gladstone Park - Westmeadows,21203,Broadmeadows (Northern Metropolitan),0.0272402,Acceptable,Acceptable,0
210051245,Gladstone Park - Westmeadows,27907,Sunbury (Western Metropolitan),0.6231201,Good,Acceptable,0
210051245,Gladstone Park - Westmeadows,28803,Yuroke (Northern Metropolitan),0.3496396,Acceptable,Acceptable,0
210051246,Greenvale - Bulla,27907,Sunbury (Western Metropolitan),0.041246,Good,Acceptable,0
210051246,Greenvale - Bulla,28803,Yuroke (Northern Metropolitan),0.958754,Acceptable,Acceptable,0
210051247,Meadow Heights,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051248,Melbourne Airport,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051249,Roxburgh Park - Somerton,21203,Broadmeadows (Northern Metropolitan),0.3741475,Acceptable,Acceptable,0
210051249,Roxburgh Park - Somerton,28803,Yuroke (Northern Metropolitan),0.6258525,Acceptable,Acceptable,0
210051250,Tullamarine,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051441,Craigieburn - Central,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051442,Craigieburn - North,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051443,Craigieburn - South,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051444,Craigieburn - West,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051445,Mickleham - Yuroke,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
211011251,Bayswater,20401,Bayswater (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011254,Knoxfield - Scoresby,22901,Ferntree Gully (Eastern Metropolitan),0.3974657,Acceptable,Acceptable,0
211011254,Knoxfield - Scoresby,27305,Rowville (South-Eastern Metropolitan),0.6025343,Acceptable,Acceptable,0
211011255,Lysterfield,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011256,Rowville - Central,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011257,Rowville - North,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011258,Rowville - South,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011259,Wantirna,20401,Bayswater (Eastern Metropolitan),0.3093412,Acceptable,Acceptable,0
211011259,Wantirna,22901,Ferntree Gully (Eastern Metropolitan),0.6906588,Acceptable,Acceptable,0
211011260,Wantirna South,22901,Ferntree Gully (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011446,Boronia,20401,Bayswater (Eastern Metropolitan),0.87101,Acceptable,Acceptable,0
211011446,Boronia,22901,Ferntree Gully (Eastern Metropolitan),0.12899,Acceptable,Acceptable,0
211011447,Ferntree Gully (North),22901,Ferntree Gully (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,22901,Ferntree Gully (Eastern Metropolitan),0.4968459,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,25102,Monbulk (Eastern Victoria),0.1738892,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,27305,Rowville (South-Eastern Metropolitan),0.3292649,Acceptable,Acceptable,0
211011449,The Basin,20401,Bayswater (Eastern Metropolitan),1,Acceptable,Acceptable,0
211021261,Donvale - Park Orchards,27101,Ringwood (Eastern Metropolitan),0.0909835,Poor,Acceptable,0
211021261,Donvale - Park Orchards,28301,Warrandyte (Eastern Metropolitan),0.9090165,Acceptable,Acceptable,0
211021262,Warrandyte - Wonga Park,22802,Evelyn (Eastern Victoria),0.0747338,Acceptable,Acceptable,0
211021262,Warrandyte - Wonga Park,28301,Warrandyte (Eastern Metropolitan),0.9252662,Acceptable,Acceptable,0
211031263,Bayswater North,20401,Bayswater (Eastern Metropolitan),0.9999999,Acceptable,Acceptable,0
211031263,Bayswater North,22201,Croydon (Eastern Metropolitan),1e-07,Acceptable,Acceptable,1
211031265,Croydon Hills - Warranwood,22201,Croydon (Eastern Metropolitan),0.7329593,Acceptable,Acceptable,0
211031265,Croydon Hills - Warranwood,28301,Warrandyte (Eastern Metropolitan),0.2670407,Acceptable,Acceptable,0
211031266,Ringwood,20401,Bayswater (Eastern Metropolitan),0.0363234,Acceptable,Acceptable,0
211031266,Ringwood,22201,Croydon (Eastern Metropolitan),0.1964026,Acceptable,Acceptable,0
211031266,Ringwood,27101,Ringwood (Eastern Metropolitan),0.767274,Poor,Acceptable,0
211031267,Ringwood East,20401,Bayswater (Eastern Metropolitan),0.4877049,Acceptable,Acceptable,0
211031267,Ringwood East,27101,Ringwood (Eastern Metropolitan),0.5122951,Poor,Acceptable,0
211031268,Ringwood North,22201,Croydon (Eastern Metropolitan),0.2892121,Acceptable,Acceptable,0
211031268,Ringwood North,27101,Ringwood (Eastern Metropolitan),0.7107879,Poor,Acceptable,0
211031450,Croydon - East,22201,Croydon (Eastern Metropolitan),1,Acceptable,Acceptable,0
211031451,Croydon - West,22201,Croydon (Eastern Metropolitan),1,Acceptable,Acceptable,0
211031452,Croydon South,22201,Croydon (Eastern Metropolitan),0.7015496,Acceptable,Acceptable,0
211031452,Croydon South,27101,Ringwood (Eastern Metropolitan),0.2984504,Poor,Acceptable,0
211041269,Forest Hill,21001,Box Hill (Eastern Metropolitan),0.1288078,Poor,Acceptable,0
211041269,Forest Hill,23101,Forest Hill (Eastern Metropolitan),0.8711922,Good,Acceptable,0
211041270,Mitcham (Vic.),27101,Ringwood (Eastern Metropolitan),1,Poor,Acceptable,0
211041271,Nunawading,21001,Box Hill (Eastern Metropolitan),0.1443213,Poor,Acceptable,0
211041271,Nunawading,27101,Ringwood (Eastern Metropolitan),0.8556787,Poor,Acceptable,0
211041272,Vermont,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
211041273,Vermont South,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
211051274,Belgrave - Selby,23402,Gembrook (Eastern Victoria),0.0293472,Good,Acceptable,0
211051274,Belgrave - Selby,25102,Monbulk (Eastern Victoria),0.9706528,Acceptable,Acceptable,0
211051275,Chirnside Park,22802,Evelyn (Eastern Victoria),1,Acceptable,Acceptable,0
211051276,Healesville - Yarra Glen,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
211051277,Kilsyth,22201,Croydon (Eastern Metropolitan),0.4434991,Acceptable,Acceptable,0
211051277,Kilsyth,25102,Monbulk (Eastern Victoria),0.5565009,Acceptable,Acceptable,0
211051278,Lilydale - Coldstream,22802,Evelyn (Eastern Victoria),0.9491987,Acceptable,Acceptable,0
211051278,Lilydale - Coldstream,25102,Monbulk (Eastern Victoria),0.0508013,Acceptable,Acceptable,0
211051279,Monbulk - Silvan,22802,Evelyn (Eastern Victoria),0.0917643,Acceptable,Acceptable,0
211051279,Monbulk - Silvan,25102,Monbulk (Eastern Victoria),0.9082357,Acceptable,Acceptable,0
211051280,Montrose,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051281,Mooroolbark,22201,Croydon (Eastern Metropolitan),0.1744392,Acceptable,Acceptable,0
211051281,Mooroolbark,22802,Evelyn (Eastern Victoria),0.5598006,Acceptable,Acceptable,0
211051281,Mooroolbark,25102,Monbulk (Eastern Victoria),0.2657602,Acceptable,Acceptable,0
211051282,Mount Dandenong - Olinda,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051283,Mount Evelyn,22802,Evelyn (Eastern Victoria),0.9340738,Acceptable,Acceptable,0
211051283,Mount Evelyn,25102,Monbulk (Eastern Victoria),0.0659262,Acceptable,Acceptable,0
211051284,Upwey - Tecoma,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051285,Wandin - Seville,22802,Evelyn (Eastern Victoria),0.9152587,Acceptable,Acceptable,0
211051285,Wandin - Seville,25102,Monbulk (Eastern Victoria),0.0847413,Acceptable,Acceptable,0
211051286,Yarra Valley,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
212011287,Beaconsfield - Officer,23402,Gembrook (Eastern Victoria),1,Good,Acceptable,0
212011288,Bunyip - Garfield,25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
212011289,Emerald - Cockatoo,23402,Gembrook (Eastern Victoria),0.9813396,Good,Acceptable,0
212011289,Emerald - Cockatoo,25102,Monbulk (Eastern Victoria),0.0186604,Acceptable,Acceptable,0
212011290,Koo Wee Rup,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
212011291,Pakenham - North,23402,Gembrook (Eastern Victoria),1,Good,Acceptable,0
212011292,Pakenham - South,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
212021293,Berwick - North,23402,Gembrook (Eastern Victoria),0.7665923,Good,Acceptable,0
212021293,Berwick - North,25905,Narre Warren North (South-Eastern Metropolitan),0.2334077,Acceptable,Acceptable,0
212021294,Berwick - South,23402,Gembrook (Eastern Victoria),0.0188197,Good,Acceptable,0
212021294,Berwick - South,26005,Narre Warren South (South-Eastern Metropolitan),0.9811803,Good,Acceptable,0
212021295,Doveton,22305,Dandenong (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021297,Hallam,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021299,Narre Warren North,23402,Gembrook (Eastern Victoria),0.0935567,Good,Acceptable,0
212021299,Narre Warren North,25905,Narre Warren North (South-Eastern Metropolitan),0.9064433,Acceptable,Acceptable,0
212021453,Endeavour Hills - North,22305,Dandenong (South-Eastern Metropolitan),0.3705665,Acceptable,Acceptable,0
212021453,Endeavour Hills - North,25905,Narre Warren North (South-Eastern Metropolitan),0.5491679,Acceptable,Acceptable,0
212021453,Endeavour Hills - North,27305,Rowville (South-Eastern Metropolitan),0.0802656,Acceptable,Acceptable,0
212021454,Endeavour Hills - South,22305,Dandenong (South-Eastern Metropolitan),0.3126683,Acceptable,Acceptable,0
212021454,Endeavour Hills - South,25905,Narre Warren North (South-Eastern Metropolitan),0.6873317,Acceptable,Acceptable,0
212021455,Narre Warren - North East,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021456,Narre Warren - South West,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212031300,Cranbourne,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031301,Cranbourne East,20302,Bass (Eastern Victoria),0.1231811,Good,Acceptable,0
212031301,Cranbourne East,22105,Cranbourne (South-Eastern Metropolitan),0.8768189,Good,Acceptable,0
212031302,Cranbourne North,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031303,Cranbourne South,20302,Bass (Eastern Victoria),0.0864534,Good,Acceptable,0
212031303,Cranbourne South,22105,Cranbourne (South-Eastern Metropolitan),0.6596324,Good,Acceptable,0
212031303,Cranbourne South,23702,Hastings (Eastern Victoria),0.2539142,Good,Acceptable,0
212031304,Cranbourne West,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031305,Hampton Park - Lynbrook,26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212031306,Lynbrook - Lyndhurst,22105,Cranbourne (South-Eastern Metropolitan),0.8821864,Good,Acceptable,0
212031306,Lynbrook - Lyndhurst,26005,Narre Warren South (South-Eastern Metropolitan),0.1178136,Good,Acceptable,0
212031308,Pearcedale - Tooradin,23702,Hastings (Eastern Victoria),1,Good,Acceptable,0
212031457,Narre Warren South (East),26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212031458,Narre Warren South (West),26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212041309,Clarinda - Oakleigh South,22005,Clarinda (South-Eastern Metropolitan),1,Poor,Acceptable,0
212041310,Clayton South,22005,Clarinda (South-Eastern Metropolitan),1,Poor,Acceptable,0
212041311,Dandenong,21805,Carrum (South-Eastern Metropolitan),0.0205128,Good,Acceptable,0
212041311,Dandenong,22305,Dandenong (South-Eastern Metropolitan),0.9794872,Acceptable,Acceptable,0
212041312,Dandenong North,22305,Dandenong (South-Eastern Metropolitan),0.8651775,Acceptable,Acceptable,0
212041312,Dandenong North,25605,Mulgrave (South-Eastern Metropolitan),0.1348225,Acceptable,Acceptable,0
212041313,Dingley Village,22005,Clarinda (South-Eastern Metropolitan),0.0037048,Poor,Acceptable,1
212041313,Dingley Village,24105,Keysborough (South-Eastern Metropolitan),0.9962952,Acceptable,Acceptable,0
212041314,Keysborough,24105,Keysborough (South-Eastern Metropolitan),0.9926468,Acceptable,Acceptable,0
212041314,Keysborough,25205,Mordialloc (South-Eastern Metropolitan),0.0073532,Acceptable,Acceptable,1
212041316,Noble Park North,22305,Dandenong (South-Eastern Metropolitan),0.3524241,Acceptable,Acceptable,0
212041316,Noble Park North,25605,Mulgrave (South-Eastern Metropolitan),0.6475759,Acceptable,Acceptable,0
212041317,Springvale,22005,Clarinda (South-Eastern Metropolitan),0.5055989,Poor,Acceptable,0
212041317,Springvale,24105,Keysborough (South-Eastern Metropolitan),0.1763194,Acceptable,Acceptable,0
212041317,Springvale,25605,Mulgrave (South-Eastern Metropolitan),0.3180817,Acceptable,Acceptable,0
212041318,Springvale South,22005,Clarinda (South-Eastern Metropolitan),0.2834677,Poor,Acceptable,0
212041318,Springvale South,24105,Keysborough (South-Eastern Metropolitan),0.7165323,Acceptable,Acceptable,0
212041459,Noble Park - East,22305,Dandenong (South-Eastern Metropolitan),0.2367021,Acceptable,Acceptable,0
212041459,Noble Park - East,25605,Mulgrave (South-Eastern Metropolitan),0.7632979,Acceptable,Acceptable,0
212041460,Noble Park - West,24105,Keysborough (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212051319,Ashwood - Chadstone,21706,Burwood (Southern Metropolitan),0.8665104,Poor,Acceptable,0
212051319,Ashwood - Chadstone,26406,Oakleigh (Southern Metropolitan),0.1334896,Poor,Acceptable,0
212051320,Clayton,22005,Clarinda (South-Eastern Metropolitan),0.5315935,Poor,Acceptable,0
212051320,Clayton,26406,Oakleigh (Southern Metropolitan),0.4684065,Poor,Acceptable,0
212051321,Glen Waverley - East,23101,Forest Hill (Eastern Metropolitan),0.3388614,Good,Acceptable,0
212051321,Glen Waverley - East,25501,Mount Waverley (Eastern Metropolitan),0.6611386,Acceptable,Acceptable,0
212051322,Glen Waverley - West,25501,Mount Waverley (Eastern Metropolitan),0.9577019,Acceptable,Acceptable,0
212051322,Glen Waverley - West,26406,Oakleigh (Southern Metropolitan),0.0422981,Poor,Acceptable,0
212051323,Mount Waverley - North,25501,Mount Waverley (Eastern Metropolitan),1,Acceptable,Acceptable,0
212051324,Mount Waverley - South,25501,Mount Waverley (Eastern Metropolitan),0.7890403,Acceptable,Acceptable,0
212051324,Mount Waverley - South,26406,Oakleigh (Southern Metropolitan),0.2109597,Poor,Acceptable,0
212051325,Mulgrave,25605,Mulgrave (South-Eastern Metropolitan),0.9471592,Acceptable,Acceptable,0
212051325,Mulgrave,26406,Oakleigh (Southern Metropolitan),0.0528408,Poor,Acceptable,0
212051326,Oakleigh - Huntingdale,22005,Clarinda (South-Eastern Metropolitan),0.2396063,Poor,Acceptable,0
212051326,Oakleigh - Huntingdale,26406,Oakleigh (Southern Metropolitan),0.7603937,Poor,Acceptable,0
212051327,Wheelers Hill,25605,Mulgrave (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
213011328,Ardeer - Albion,27807,St Albans (Western Metropolitan),1,Good,Acceptable,0
213011329,Cairnlea,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213011330,Deer Park - Derrimut,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213011331,Delahey,28007,Sydenham (Western Metropolitan),1,Good,Acceptable,0
213011332,Keilor Downs,27807,St Albans (Western Metropolitan),1,Good,Acceptable,0
213011333,Kings Park (Vic.),24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213011334,St Albans - North,27807,St Albans (Western Metropolitan),1,Good,Acceptable,0
213011335,St Albans - South,27807,St Albans (Western Metropolitan),1,Good,Acceptable,0
213011336,Sunshine,23007,Footscray (Western Metropolitan),0.4694711,Good,Acceptable,0
213011336,Sunshine,27807,St Albans (Western Metropolitan),0.5305289,Good,Acceptable,0
213011337,Sunshine North,27807,St Albans (Western Metropolitan),1,Good,Acceptable,0
213011338,Sunshine West,23007,Footscray (Western Metropolitan),1,Good,Acceptable,0
213011339,Sydenham,28007,Sydenham (Western Metropolitan),1,Good,Acceptable,0
213011340,Taylors Lakes,26207,Niddrie (Western Metropolitan),0.0837814,Acceptable,Acceptable,0
213011340,Taylors Lakes,28007,Sydenham (Western Metropolitan),0.9162186,Good,Acceptable,0
213021341,Altona,20207,Altona (Western Metropolitan),1,Good,Acceptable,0
213021342,Altona Meadows,20207,Altona (Western Metropolitan),1,Good,Acceptable,0
213021343,Altona North,28607,Williamstown (Western Metropolitan),1,Good,Acceptable,0
213021344,Newport,28607,Williamstown (Western Metropolitan),1,Good,Acceptable,0
213021345,Seabrook,20207,Altona (Western Metropolitan),1,Good,Acceptable,0
213021346,Williamstown,28607,Williamstown (Western Metropolitan),1,Good,Acceptable,0
213031347,Braybrook,23007,Footscray (Western Metropolitan),1,Good,Acceptable,0
213031348,Footscray,23007,Footscray (Western Metropolitan),1,Good,Acceptable,0
213031349,Maribyrnong,23007,Footscray (Western Metropolitan),1,Good,Acceptable,0
213031350,Seddon - Kingsville,28607,Williamstown (Western Metropolitan),1,Good,Acceptable,0
213031351,West Footscray - Tottenham,23007,Footscray (Western Metropolitan),1,Good,Acceptable,0
213031352,Yarraville,28607,Williamstown (Western Metropolitan),1,Good,Acceptable,0
213041353,Bacchus Marsh,21608,Buninyong (Western Victoria),0.0162558,Acceptable,Acceptable,0
213041353,Bacchus Marsh,24504,Macedon (Northern Victoria),0.0206267,Good,Acceptable,0
213041353,Bacchus Marsh,24808,Melton (Western Victoria),0.9631176,Good,Acceptable,0
213041355,Hillside,24207,Kororoit (Western Metropolitan),0.0111342,Good,Acceptable,0
213041355,Hillside,28007,Sydenham (Western Metropolitan),0.9888658,Good,Acceptable,0
213041356,Melton,24504,Macedon (Northern Victoria),0.0464883,Good,Acceptable,0
213041356,Melton,24808,Melton (Western Victoria),0.9535117,Good,Acceptable,0
213041357,Melton South,24808,Melton (Western Victoria),1,Good,Acceptable,0
213041358,Melton West,24808,Melton (Western Victoria),1,Good,Acceptable,0
213041359,Rockbank - Mount Cottrell,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213041360,Taylors Hill,28007,Sydenham (Western Metropolitan),1,Good,Acceptable,0
213041461,Burnside,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213041462,Burnside Heights,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213041463,Caroline Springs,24207,Kororoit (Western Metropolitan),1,Good,Acceptable,0
213051361,Hoppers Crossing - North,28107,Tarneit (Western Metropolitan),1,Good,Acceptable,0
213051362,Hoppers Crossing - South,28107,Tarneit (Western Metropolitan),0.780152,Good,Acceptable,0
