LOCALITY_NAME_NOV2019,LOCALITY_PID_NOV2019,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
ATTWOOD,VIC81,205,Calwell,1,Good,Good,0
ATWELL,WA3080,508,Fremantle,1,Good,Good,0
AUBIGNY,QLD100,314,Groom,1,Good,Good,0
AUBIN GROVE,WA3300,508,Fremantle,1,Good,Good,0
AUBREY,VIC82,229,Mallee,1,Good,Good,0
AUBURN,NSW106,105,Blaxland,1,Good,Good,0
AUBURN,NSW106,137,Reid,0,Good,Good,1
AUBURN,QLD101,321,Maranoa,1,Good,Good,0
AUBURN,SA46,404,Grey,1,Good,Good,0
AUBURN VALE,NSW107,130,New England,1,Good,Good,0
AUCHENFLOWER,QLD102,304,Brisbane,0.0101825,Good,Good,0
AUCHENFLOWER,QLD102,328,Ryan,0.9898175,Good,Good,0
AUCHMORE,VIC83,229,Mallee,1,Good,Good,0
AUGATHELLA,QLD103,321,Maranoa,1,Good,Good,0
AUGUSTA,WA2443,507,Forrest,1,Good,Good,0
AUGUSTINE HEIGHTS,QLD104,325,Oxley,1,Good,Good,0
AULDANA,SA47,410,Sturt,1,Good,Good,0
AURUKUN,QLD105,318,Leichhardt,1,Good,Good,0
AUSTINMER,NSW108,111,Cunningham,1,Good,Good,0
AUSTINS FERRY,TAS22,603,Clark,1,Good,Good,0
AUSTINVILLE,QLD107,330,Wright,1,Good,Good,0
AUSTRAL,NSW109,146,Werriwa,1,Good,Good,0
AUSTRAL EDEN,NSW110,110,Cowper,1,Good,Good,0
AUSTRALIA PLAINS,SA48,404,Grey,1,Good,Good,0
AUSTRALIND,WA2485,507,Forrest,1,Good,Good,0
AVALON,VIC84,210,Corio,1,Good,Good,0
AVALON BEACH,NSW5090,126,Mackellar,1,Good,Good,0
AVALON BEACH,NSW5090,,,0,NA,Good,4
AVELEY,WA3238,512,Pearce,1,Good,Good,0
AVENEL,VIC85,235,Nicholls,1,Good,Good,0
AVENELL HEIGHTS,QLD108,316,Hinkler,1,Good,Good,0
AVENUE RANGE,SA49,402,Barker,1,Good,Good,0
AVISFORD,NSW112,107,Calare,1,Good,Good,0
AVOCA,NSW113,147,Whitlam,1,Good,Good,0
AVOCA,QLD109,316,Hinkler,1,Good,Good,0
AVOCA,TAS23,605,Lyons,1,Good,Good,0
AVOCA,VIC86,229,Mallee,1,Good,Good,0
AVOCA BEACH,NSW114,140,Robertson,1,Good,Good,0
AVOCA DELL,SA50,402,Barker,1,Good,Good,0
AVOCA VALE,QLD110,301,Blair,1,Good,Good,0
AVON,NSW115,111,Cunningham,1,Good,Good,0
AVON,SA51,404,Grey,1,Good,Good,0
AVON PLAINS,VIC87,229,Mallee,1,Good,Good,0
AVON VALLEY NATIONAL PARK,WA2952,512,Pearce,1,Good,Good,0
AVONDALE,NSW116,147,Whitlam,1,Good,Good,0
AVONDALE,QLD111,311,Flynn,1,Good,Good,0
AVONDALE HEIGHTS,VIC88,230,Maribyrnong,1,Good,Good,0
AVONMORE,VIC89,203,Bendigo,1,Good,Good,0
AVONSIDE,NSW117,113,Eden-Monaro,1,Good,Good,0
AVONSLEIGH,VIC90,226,La Trobe,1,Good,Good,0
AWABA,NSW118,121,Hunter,1,Good,Good,0
AXE CREEK,VIC91,203,Bendigo,1,Good,Good,0
AXEDALE,VIC92,203,Bendigo,1,Good,Good,0
AYERS RANGE SOUTH,SA210006058,404,Grey,1,Good,Good,0
AYLMERTON,NSW119,120,Hume,0.0740741,Good,Good,0
AYLMERTON,NSW119,147,Whitlam,0.9259259,Good,Good,0
AYR,QLD112,306,Dawson,1,Good,Good,0
AYRFORD,VIC93,237,Wannon,1,Good,Good,0
BAAN BAA,NSW120,134,Parkes,1,Good,Good,0
BAANDEE,WA2698,506,Durack,1,Good,Good,0
BABAKIN,WA2318,506,Durack,1,Good,Good,0
BABBAGE ISLAND,WA3276,506,Durack,1,Good,Good,0
BABINDA,NSW121,134,Parkes,1,Good,Good,0
BABINDA,QLD113,317,Kennedy,1,Good,Good,0
BABYL CREEK,NSW122,133,Page,1,Good,Good,0
BACCHUS MARSH,VIC94,202,Ballarat,1,Good,Good,0
BACK CREEK,NSW123,130,New England,1,Good,Good,0
BACK CREEK,NSW124,138,Richmond,1,Good,Good,0
BACK CREEK,NSW125,139,Riverina,1,Good,Good,0
BACK CREEK,NSW126,113,Eden-Monaro,1,Good,Good,0
BACK CREEK,NSW5000,130,New England,1,Good,Good,0
BACK CREEK,NSW5001,124,Lyne,1,Good,Good,0
BACK FOREST,NSW127,116,Gilmore,1,Good,Good,0
BACK PLAINS,QLD114,321,Maranoa,1,Good,Good,0
BACK VALLEY,SA52,408,Mayo,1,Good,Good,0
BACKMEDE,NSW128,133,Page,1,Good,Good,0
BACKWATER,NSW129,130,New England,1,Good,Good,0
BACKY POINT,SA1654,404,Grey,1,Good,Good,0
BADDAGINNIE,VIC95,222,Indi,1,Good,Good,0
BADEN,TAS24,605,Lyons,1,Good,Good,0
BADGEBUP,WA2566,511,O'Connor,1,Good,Good,0
BADGER CREEK,VIC96,206,Casey,1,Good,Good,0
BADGER HEAD,TAS25,601,Bass,1,Good,Good,0
BADGERIN ROCK,WA2307,506,Durack,1,Good,Good,0
BADGERYS CREEK,NSW130,123,Lindsay,0.0748899,Good,Good,0
BADGERYS CREEK,NSW130,146,Werriwa,0.9251101,Good,Good,0
BADGIN,WA2658,512,Pearce,1,Good,Good,0
BADGINGARRA,WA1929,506,Durack,1,Good,Good,0
BADJA,NSW131,113,Eden-Monaro,1,Good,Good,0
BADJALING,WA2665,506,Durack,1,Good,Good,0
BADU ISLAND,QLD115,318,Leichhardt,1,Good,Good,0
BAEL BAEL,VIC97,229,Mallee,1,Good,Good,0
BAERAMI,NSW132,121,Hunter,1,Good,Good,0
BAERAMI CREEK,NSW133,121,Hunter,1,Good,Good,0
BAFFLE CREEK,QLD116,311,Flynn,1,Good,Good,0
BAFFLE WEST,QLD117,321,Maranoa,1,Good,Good,0
BAGDAD,TAS26,605,Lyons,1,Good,Good,0
BAGNOO,NSW134,124,Lyne,1,Good,Good,0
BAGO,NSW135,124,Lyne,1,Good,Good,0
BAGOT WELL,SA53,402,Barker,1,Good,Good,0
BAGOTVILLE,NSW136,133,Page,1,Good,Good,0
BAGSHOT,VIC98,203,Bendigo,1,Good,Good,0
BAGSHOT NORTH,VIC99,203,Bendigo,1,Good,Good,0
BAHGALLAH,VIC100,237,Wannon,1,Good,Good,0
BAHRS SCRUB,QLD118,312,Forde,1,Good,Good,0
BAILIESTON,VIC101,235,Nicholls,1,Good,Good,0
BAILUP,WA2953,509,Hasluck,1,Good,Good,0
BAINES,NT21,701,Lingiari,1,Good,Good,0
BAIRD BAY,SA54,404,Grey,1,Good,Good,0
BAIRNSDALE,VIC102,216,Gippsland,1,Good,Good,0
BAJOOL,QLD119,311,Flynn,1,Good,Good,0
BAKARA,SA55,402,Barker,1,Good,Good,0
BAKARA WELL,SA56,402,Barker,1,Good,Good,0
BAKERS BEACH,TAS27,602,Braddon,1,Good,Good,0
BAKERS BEND,QLD120,321,Maranoa,1,Good,Good,0
BAKERS CREEK,NSW137,124,Lyne,1,Good,Good,0
BAKERS CREEK,NSW138,130,New England,1,Good,Good,0
BAKERS CREEK,NSW139,110,Cowper,1,Good,Good,0
BAKERS CREEK,QLD121,305,Capricornia,1,Good,Good,0
BAKERS HILL,WA2638,512,Pearce,1,Good,Good,0
BAKERS SWAMP,NSW140,107,Calare,1,Good,Good,0
BAKERY HILL,VIC103,202,Ballarat,1,Good,Good,0
BAKEWELL,NT22,702,Solomon,1,Good,Good,0
BAKING BOARD,QLD122,321,Maranoa,1,Good,Good,0
BALACLAVA,NSW5064,147,Whitlam,1,Good,Good,0
BALACLAVA,VIC104,228,Macnamara,1,Good,Good,0
BALAH,SA210006230,404,Grey,1,Good,Good,0
BALAKLAVA,SA57,404,Grey,1,Good,Good,0
BALALA,NSW141,130,New England,1,Good,Good,0
BALBARRUP,WA2543,511,O'Connor,1,Good,Good,0
BALBERRA,QLD123,305,Capricornia,1,Good,Good,0
BALCATTA,WA3172,514,Stirling,1,Good,Good,0
BALCOLYN,NSW142,121,Hunter,1,Good,Good,0
BALCOMBA,QLD124,311,Flynn,1,Good,Good,0
BALD BLAIR,NSW143,130,New England,1,Good,Good,0
BALD HILLS,NSW144,113,Eden-Monaro,1,Good,Good,0
BALD HILLS,QLD125,326,Petrie,1,Good,Good,0
BALD HILLS,SA58,408,Mayo,1,Good,Good,0
BALD HILLS,VIC105,202,Ballarat,1,Good,Good,0
BALD KNOB,QLD126,310,Fisher,1,Good,Good,0
BALD NOB,NSW145,130,New England,1,Good,Good,0
BALD RIDGE,NSW146,107,Calare,1,Good,Good,0
BALDERSLEIGH,NSW147,130,New England,1,Good,Good,0
BALDINA,SA59,404,Grey,1,Good,Good,0
BALDIVIS,WA2510,501,Brand,1,Good,Good,0
BALDRY,NSW148,107,Calare,1,Good,Good,0
BALFOURS PEAK,NSW149,134,Parkes,1,Good,Good,0
BALGA,WA3177,504,Cowan,0,Good,Good,1
BALGA,WA3177,514,Stirling,1,Good,Good,0
BALGAL BEACH,QLD127,317,Kennedy,1,Good,Good,0
BALGOWAN,QLD128,314,Groom,1,Good,Good,0
BALGOWAN,SA60,404,Grey,1,Good,Good,0
BALGOWLAH,NSW150,143,Warringah,1,Acceptable,Good,0
BALGOWLAH HEIGHTS,NSW151,143,Warringah,1,Acceptable,Good,0
BALGOWNIE,NSW152,111,Cunningham,1,Good,Good,0
BALHANNAH,SA61,408,Mayo,1,Good,Good,0
BALICKERA,NSW153,124,Lyne,1,Good,Good,0
BALINGUP,WA2553,507,Forrest,1,Good,Good,0
BALINTORE,VIC106,237,Wannon,1,Good,Good,0
BALKULING,WA2659,506,Durack,1,Good,Good,0
BALL BAY,QLD129,306,Dawson,1,Good,Good,0
BALLA BALLA,WA2413,506,Durack,1,Good,Good,0
BALLADONG,WA2955,512,Pearce,1,Good,Good,0
BALLADONIA,WA1725,511,O'Connor,1,Good,Good,0
BALLADORAN,NSW154,134,Parkes,1,Good,Good,0
BALLAJURA,WA3192,504,Cowan,1,Good,Good,0
BALLALABA,NSW155,113,Eden-Monaro,1,Good,Good,0
BALLAN,VIC107,202,Ballarat,1,Good,Good,0
BALLANDEAN,QLD130,321,Maranoa,1,Good,Good,0
BALLANGEICH,VIC108,237,Wannon,1,Good,Good,0
BALLAPUR,VIC109,229,Mallee,1,Good,Good,0
BALLARAT CENTRAL,VIC110,202,Ballarat,1,Good,Good,0
BALLARAT EAST,VIC111,202,Ballarat,1,Good,Good,0
BALLARAT NORTH,VIC112,202,Ballarat,1,Good,Good,0
BALLARD,QLD131,330,Wright,1,Good,Good,0
BALLAROO,QLD132,321,Maranoa,1,Good,Good,0
BALLAST HEAD,SA62,408,Mayo,1,Good,Good,0
BALLAYING,WA2156,511,O'Connor,1,Good,Good,0
BALLDALE,NSW156,114,Farrer,1,Good,Good,0
BALLENDELLA,VIC113,235,Nicholls,1,Good,Good,0
BALLENGARRA,NSW157,124,Lyne,1,Good,Good,0
BALLIANG,VIC114,202,Ballarat,0.451049,Good,Good,0
BALLIANG,VIC114,210,Corio,0.548951,Good,Good,0
BALLIANG EAST,VIC115,202,Ballarat,1,Good,Good,0
BALLIDU,WA3240,506,Durack,1,Good,Good,0
BALLIMORE,NSW158,134,Parkes,1,Good,Good,0
BALLINA,NSW159,138,Richmond,1,Good,Good,0
BALLINA,NSW159,,,0,NA,Good,4
BALLOGIE,QLD133,311,Flynn,1,Good,Good,0
BALLY BALLY,WA2653,512,Pearce,1,Good,Good,0
BALLYROE,NSW160,107,Calare,1,Good,Good,0
BALLYROGAN,VIC116,237,Wannon,1,Good,Good,0
BALMAIN,NSW161,117,Grayndler,1,Acceptable,Good,0
BALMAIN EAST,NSW162,117,Grayndler,1,Acceptable,Good,0
BALMATTUM,VIC117,222,Indi,1,Good,Good,0
BALMORAL,NSW163,121,Hunter,1,Good,Good,0
BALMORAL,NSW164,120,Hume,1,Good,Good,0
BALMORAL,QLD134,313,Griffith,1,Good,Good,0
BALMORAL,VIC118,237,Wannon,1,Good,Good,0
BALMORAL RIDGE,QLD135,310,Fisher,1,Good,Good,0
BALNAGOWAN,QLD136,306,Dawson,1,Good,Good,0
BALNARRING,VIC119,213,Flinders,1,Good,Good,0
BALNARRING BEACH,VIC120,213,Flinders,1,Good,Good,0
BALOOK,VIC121,216,Gippsland,1,Good,Good,0
BALRANALD,NSW165,114,Farrer,1,Good,Good,0
BALWYN,VIC122,225,Kooyong,1,Good,Good,0
BALWYN NORTH,VIC123,225,Kooyong,1,Good,Good,0
BALWYN NORTH,VIC123,233,Menzies,0,Good,Good,1
BAMAGA,QLD137,318,Leichhardt,1,Good,Good,0
BAMARANG,NSW166,116,Gilmore,1,Good,Good,0
BAMAWM,VIC124,235,Nicholls,1,Good,Good,0
BAMAWM EXTENSION,VIC125,235,Nicholls,1,Good,Good,0
BAMBAROO,QLD138,317,Kennedy,1,Good,Good,0
BAMBOO,QLD139,318,Leichhardt,1,Good,Good,0
BAMBOO CREEK,QLD140,317,Kennedy,1,Good,Good,0
BAMBRA,VIC126,209,Corangamite,1,Good,Good,0
BAMBUN,WA2886,512,Pearce,1,Good,Good,0
BAMGANIE,VIC127,209,Corangamite,1,Good,Good,0
BAN BAN,QLD141,311,Flynn,1,Good,Good,0
BAN BAN SPRINGS,QLD142,311,Flynn,1,Good,Good,0
BANANA,QLD143,311,Flynn,1,Good,Good,0
BANCA,TAS28,601,Bass,1,Good,Good,0
BANCROFT,QLD144,311,Flynn,1,Good,Good,0
BANDA BANDA,NSW167,124,Lyne,1,Good,Good,0
BANDIANA,VIC128,222,Indi,1,Good,Good,0
BANDON GROVE,NSW169,124,Lyne,1,Good,Good,0
BANDY CREEK,WA2747,511,O'Connor,1,Good,Good,0
BANDYA,WA1810,511,O'Connor,1,Good,Good,0
BANGADANG,NSW170,113,Eden-Monaro,1,Good,Good,0
BANGALEE,NSW172,116,Gilmore,1,Good,Good,0
BANGALEE,QLD145,305,Capricornia,1,Good,Good,0
BANGALL,QLD146,321,Maranoa,1,Good,Good,0
BANGALOW,NSW173,138,Richmond,1,Good,Good,0
BANGERANG,VIC129,229,Mallee,1,Good,Good,0
BANGHAM,SA63,402,Barker,1,Good,Good,0
BANGHEET,NSW174,130,New England,1,Good,Good,0
BANGHOLME,VIC130,223,Isaacs,1,Acceptable,Good,0
BANGO,NSW175,113,Eden-Monaro,1,Good,Good,0
BANGOR,NSW176,119,Hughes,1,Good,Good,0
BANGOR,SA64,404,Grey,1,Good,Good,0
BANGOR,TAS29,601,Bass,1,Good,Good,0
BANJUP,WA2855,508,Fremantle,1,Good,Good,0
BANKS,ACT614,801,Bean,1,Good,Good,0
BANKS CREEK,QLD147,301,Blair,0.999998,Good,Good,0
BANKS CREEK,QLD147,328,Ryan,2e-06,Good,Good,1
BANKS POCKET,QLD148,329,Wide Bay,1,Good,Good,0
BANKSIA,NSW177,102,Barton,1,Acceptable,Good,0
BANKSIA BEACH,QLD149,320,Longman,1,Good,Good,0
BANKSIA GROVE,WA3209,512,Pearce,1,Good,Good,0
BANKSIA PARK,SA65,407,Makin,1,Good,Good,0
BANKSIA PENINSULA,VIC2992,216,Gippsland,1,Good,Good,0
BANKSIADALE,WA1872,503,Canning,1,Good,Good,0
BANKSMEADOW,NSW178,122,Kingsford Smith,1,Good,Good,0
BANKSTOWN,NSW179,105,Blaxland,0.8932683,Good,Good,0
BANKSTOWN,NSW179,144,Watson,0.1067317,Acceptable,Good,0
BANKSTOWN AERODROME,NSW180,105,Blaxland,1,Good,Good,0
BANNABY,NSW181,120,Hume,1,Good,Good,0
BANNERTON,VIC131,229,Mallee,1,Good,Good,0
BANNISTER,NSW182,120,Hume,1,Good,Good,0
BANNISTER,WA2140,503,Canning,0.8848921,Good,Good,0
BANNISTER,WA2140,511,O'Connor,0.1151079,Good,Good,0
BANNOCKBURN,QLD150,312,Forde,1,Good,Good,0
BANNOCKBURN,VIC132,209,Corangamite,1,Good,Good,0
BANOON,NSW183,130,New England,1,Good,Good,0
BANORA POINT,NSW184,138,Richmond,1,Good,Good,0
BANYABBA,NSW185,133,Page,1,Good,Good,0
BANYAN,VIC133,229,Mallee,1,Good,Good,0
BANYENA,VIC134,229,Mallee,1,Good,Good,0
BANYO,QLD151,319,Lilley,1,Good,Good,0
BAPAUME,QLD152,321,Maranoa,1,Good,Good,0
BAR BEACH,NSW186,131,Newcastle,1,Good,Good,0
BAR POINT,NSW187,140,Robertson,1,Good,Good,0
BARA,NSW188,107,Calare,1,Good,Good,0
BARABBA,SA66,404,Grey,1,Good,Good,0
BARADINE,NSW189,134,Parkes,1,Good,Good,0
BARAKULA,QLD153,321,Maranoa,1,Good,Good,0
BARALABA,QLD154,311,Flynn,1,Good,Good,0
BARAMBAH,QLD155,329,Wide Bay,1,Good,Good,0
BARANDUDA,VIC135,222,Indi,1,Good,Good,0
BARANGAROO,NSW5006,142,Sydney,1,Good,Good,0
BARATTA,SA210006194,404,Grey,1,Good,Good,0
BARBALIN,WA2703,506,Durack,1,Good,Good,0
BARBERTON,WA2690,506,Durack,1,Good,Good,0
BARCALDINE,QLD156,321,Maranoa,1,Good,Good,0
BARCALDINE DOWNS,QLD157,321,Maranoa,1,Good,Good,0
BARCOONGERE,NSW191,133,Page,1,Good,Good,0
BARDEN RIDGE,NSW192,119,Hughes,1,Good,Good,0
BARDIA,NSW5065,146,Werriwa,1,Good,Good,0
BARDON,QLD158,304,Brisbane,0.2646743,Good,Good,0
BARDON,QLD158,328,Ryan,0.7353257,Good,Good,0
BARDWELL PARK,NSW193,102,Barton,1,Acceptable,Good,0
BARDWELL VALLEY,NSW194,102,Barton,1,Acceptable,Good,0
BAREE,QLD159,311,Flynn,1,Good,Good,0
BARELLAN,NSW195,114,Farrer,0.9294991,Good,Good,0
BARELLAN,NSW195,139,Riverina,0.0705009,Good,Good,0
BARELLAN POINT,QLD160,301,Blair,1,Good,Good,0
BARFOLD,VIC136,203,Bendigo,1,Good,Good,0
BARGARA,QLD161,316,Hinkler,1,Good,Good,0
BARGO,NSW196,111,Cunningham,0,Good,Good,1
BARGO,NSW196,120,Hume,1,Good,Good,0
BARGUNYAH,QLD162,321,Maranoa,1,Good,Good,0
BARHAM,NSW197,114,Farrer,1,Good,Good,0
BARIGAN,NSW198,107,Calare,1,Good,Good,0
BARINGA,QLD3396,310,Fisher,1,Good,Good,0
BARINGHUP,VIC137,203,Bendigo,1,Good,Good,0
BARINGHUP WEST,VIC138,203,Bendigo,1,Good,Good,0
BARINIA,SA67,404,Grey,1,Good,Good,0
BARJARG,VIC139,222,Indi,1,Good,Good,0
BARKER CREEK FLAT,QLD163,321,Maranoa,1,Good,Good,0
BARKERS CREEK,VIC140,203,Bendigo,1,Good,Good,0
BARKERS VALE,NSW199,133,Page,1,Good,Good,0
BARKLY,QLD164,317,Kennedy,1,Good,Good,0
BARKLY,VIC141,229,Mallee,1,Good,Good,0
BARKSTEAD,VIC142,202,Ballarat,1,Good,Good,0
BARLIL,QLD165,329,Wide Bay,1,Good,Good,0
BARLOWS HILL,QLD166,305,Capricornia,1,Good,Good,0
BARLYNE,QLD167,311,Flynn,1,Good,Good,0
BARMAH,VIC143,235,Nicholls,1,Good,Good,0
BARMARYEE,QLD168,305,Capricornia,1,Good,Good,0
BARMEDMAN,NSW200,139,Riverina,1,Good,Good,0
BARMERA,SA68,402,Barker,1,Good,Good,0
BARMOYA,QLD169,305,Capricornia,1,Good,Good,0
BARNA,SA69,404,Grey,1,Good,Good,0
BARNADOWN,VIC144,203,Bendigo,1,Good,Good,0
BARNARD,QLD170,311,Flynn,1,Good,Good,0
BARNAWARTHA,VIC145,222,Indi,1,Good,Good,0
BARNAWARTHA NORTH,VIC146,222,Indi,1,Good,Good,0
BARNDIOOTA,SA70,404,Grey,1,Good,Good,0
BARNES BAY,TAS30,604,Franklin,1,Good,Good,0
BARNEY POINT,QLD171,311,Flynn,1,Good,Good,0
BARNEY VIEW,QLD172,330,Wright,1,Good,Good,0
BARNEYS REEF,NSW202,107,Calare,1,Good,Good,0
BARNSLEY,NSW203,121,Hunter,1,Good,Good,0
BAROMI,VIC147,234,Monash,1,Good,Good,0
BARONGAROOK,VIC148,237,Wannon,1,Good,Good,0
BARONGAROOK WEST,VIC149,237,Wannon,1,Good,Good,0
BAROOGA,NSW204,114,Farrer,1,Good,Good,0
BAROONDAH,QLD173,311,Flynn,1,Good,Good,0
BAROOTA,SA71,404,Grey,1,Good,Good,0
BAROSSA GOLDFIELDS,SA72,402,Barker,1,Good,Good,0
BARRABA,NSW205,130,New England,1,Good,Good,0
BARRABOOL,VIC150,209,Corangamite,1,Good,Good,0
BARRABUP,WA2065,507,Forrest,1,Good,Good,0
BARRACK HEIGHTS,NSW206,147,Whitlam,1,Good,Good,0
BARRACK POINT,NSW207,147,Whitlam,1,Good,Good,0
BARRAGANYATTI,NSW208,110,Cowper,1,Good,Good,0
BARRAGGA BAY,NSW209,113,Eden-Monaro,1,Good,Good,0
BARRAGUP,WA2837,503,Canning,1,Good,Good,0
BARRAKEE,VIC151,229,Mallee,1,Good,Good,0
BARRAMORNIE,QLD174,321,Maranoa,1,Good,Good,0
BARRAMUNGA,VIC152,209,Corangamite,1,Good,Good,0
BARRAPORT,VIC153,229,Mallee,1,Good,Good,0
BARRAPORT WEST,VIC154,229,Mallee,1,Good,Good,0
BARRATTA,NSW210,114,Farrer,1,Good,Good,0
BARRATTA,QLD175,306,Dawson,1,Good,Good,0
BARREN GROUNDS,NSW211,116,Gilmore,1,Good,Good,0
BARRENGARRY,NSW212,116,Gilmore,1,Good,Good,0
BARRETTA,TAS31,604,Franklin,1,Good,Good,0
BARRETTS CREEK,NSW213,133,Page,1,Good,Good,0
BARRINE,QLD176,317,Kennedy,1,Good,Good,0
BARRINGELLA,NSW214,116,Gilmore,1,Good,Good,0
BARRINGHA,QLD177,317,Kennedy,1,Good,Good,0
BARRINGTON,NSW215,124,Lyne,1,Good,Good,0
BARRINGTON,TAS32,605,Lyons,1,Good,Good,0
BARRINGTON TOPS,NSW216,124,Lyne,1,Good,Good,0
BARRINGUN,NSW5119,134,Parkes,1,Good,Good,0
BARRINGUN,QLD178,321,Maranoa,1,Good,Good,0
BARRON,QLD179,318,Leichhardt,1,Good,Good,0
BARRON GORGE,QLD180,318,Leichhardt,1,Good,Good,0
BARROW ISLAND,WA1704,506,Durack,1,Good,Good,0
BARRY,NSW217,107,Calare,1,Good,Good,0
BARRY,NSW218,130,New England,1,Good,Good,0
BARRYS REEF,VIC155,202,Ballarat,1,Good,Good,0
BARTLE FRERE,QLD181,317,Kennedy,1,Good,Good,0
BARTON,ACT214,802,Canberra,1,Good,Good,0
BARUNAH PARK,VIC156,237,Wannon,1,Good,Good,0
BARUNAH PLAINS,VIC157,237,Wannon,1,Good,Good,0
BARUNGA,NT23,701,Lingiari,1,Good,Good,0
BARUNGA GAP,SA73,404,Grey,1,Good,Good,0
BARWANG,NSW5096,139,Riverina,1,Good,Good,0
BARWIDGEE,VIC158,222,Indi,1,Good,Good,0
BARWIDGI,QLD182,317,Kennedy,1,Good,Good,0
BARWITE,VIC159,222,Indi,1,Good,Good,0
BARWON DOWNS,VIC160,209,Corangamite,1,Good,Good,0
BARWON HEADS,VIC161,209,Corangamite,1,Good,Good,0
BARYULGIL,NSW220,133,Page,1,Good,Good,0
BASALT,QLD183,317,Kennedy,1,Good,Good,0
BASALT,VIC162,202,Ballarat,1,Good,Good,0
BASILISK,QLD184,317,Kennedy,1,Good,Good,0
BASIN POCKET,QLD185,301,Blair,1,Good,Good,0
BASIN VIEW,NSW221,116,Gilmore,1,Good,Good,0
BASKERVILLE,WA2940,512,Pearce,1,Good,Good,0
BASKET RANGE,SA74,408,Mayo,1,Good,Good,0
BASS,VIC163,234,Monash,1,Good,Good,0
BASS HILL,NSW222,105,Blaxland,1,Good,Good,0
BASSENDEAN,NSW223,130,New England,1,Good,Good,0
BASSENDEAN,WA3163,513,Perth,1,Good,Good,0
BATAR CREEK,NSW224,124,Lyne,1,Good,Good,0
BATCHELOR,NT24,701,Lingiari,1,Good,Good,0
BATEAU BAY,NSW225,112,Dobell,1,Good,Good,0
BATEHAVEN,NSW226,116,Gilmore,1,Good,Good,0
BATEMAN,WA3104,516,Tangney,1,Good,Good,0
BATEMANS BAY,NSW227,116,Gilmore,1,Good,Good,0
BATESFORD,VIC164,209,Corangamite,0.7010855,Good,Good,0
BATESFORD,VIC164,210,Corio,0.2989145,Good,Good,0
BATHAMPTON,NSW228,107,Calare,1,Good,Good,0
BATHUMI,VIC165,235,Nicholls,1,Good,Good,0
BATHURST,NSW229,107,Calare,1,Good,Good,0
BATLOW,NSW230,113,Eden-Monaro,1,Good,Good,0
BATTERY HILL,QLD186,310,Fisher,1,Good,Good,0
BATTERY POINT,TAS33,603,Clark,1,Good,Good,0
BAUDIN,WA2064,507,Forrest,1,Good,Good,0
BAUDIN BEACH,SA75,408,Mayo,1,Good,Good,0
BAUHINIA,QLD187,311,Flynn,1,Good,Good,0
BAULKHAM HILLS,NSW231,129,Mitchell,1,Good,Good,0
BAUPLE,QLD188,329,Wide Bay,1,Good,Good,0
BAUPLE FOREST,QLD3371,329,Wide Bay,1,Good,Good,0
BAW BAW,NSW232,120,Hume,1,Good,Good,0
BAW BAW,VIC166,234,Monash,1,Good,Good,0
BAW BAW VILLAGE,VIC167,234,Monash,1,Good,Good,0
BAWLEY POINT,NSW233,116,Gilmore,1,Good,Good,0
BAXTER,VIC168,213,Flinders,1,Good,Good,0
BAXTERS RIDGE,NSW234,124,Lyne,1,Good,Good,0
BAY OF SHOALS,SA76,408,Mayo,1,Good,Good,0
BAYINDEEN,VIC169,237,Wannon,1,Good,Good,0
BAYLES,VIC170,234,Monash,1,Good,Good,0
BAYNTON,VIC171,203,Bendigo,1,Good,Good,0
BAYNTON,WA3280,506,Durack,1,Good,Good,0
BAYNTON EAST,VIC172,203,Bendigo,1,Good,Good,0
BAYONET HEAD,WA3023,511,O'Connor,1,Good,Good,0
BAYRICK,QLD190,321,Maranoa,1,Good,Good,0
BAYSWATER,VIC173,201,Aston,1,Good,Good,0
BAYSWATER,WA2866,513,Perth,1,Good,Good,0
BAYSWATER NORTH,VIC174,211,Deakin,1,Good,Good,0
BAYVIEW,NSW235,126,Mackellar,1,Good,Good,0
BAYVIEW,NT25,702,Solomon,1,Good,Good,0
BAYVIEW HEIGHTS,QLD191,318,Leichhardt,1,Good,Good,0
BEACH HOLM,QLD192,315,Herbert,1,Good,Good,0
BEACHLANDS,WA3369,506,Durack,1,Good,Good,0
BEACHMERE,QLD193,320,Longman,1,Good,Good,0
BEACHPORT,SA77,402,Barker,1,Good,Good,0
BEACON,WA2392,506,Durack,1,Good,Good,0
BEACON HILL,NSW236,126,Mackellar,0.5534808,Good,Good,0
BEACON HILL,NSW236,143,Warringah,0.4465192,Acceptable,Good,0
BEACONSFIELD,NSW237,142,Sydney,1,Good,Good,0
BEACONSFIELD,QLD194,306,Dawson,1,Good,Good,0
BEACONSFIELD,TAS34,601,Bass,1,Good,Good,0
BEACONSFIELD,TAS34,602,Braddon,0,Good,Good,1
BEACONSFIELD,VIC175,226,La Trobe,1,Good,Good,0
BEACONSFIELD,WA3301,508,Fremantle,1,Good,Good,0
BEACONSFIELD UPPER,VIC176,226,La Trobe,1,Good,Good,0
BEADELL,WA1715,511,O'Connor,1,Good,Good,0
BEAGLE GULF,NT26,,,1,NA,Good,2
BEALIBA,VIC177,229,Mallee,1,Good,Good,0
