SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
406011132,Le Hunte - Elliston,41750,Elliston (DC),0.4640177,Poor,Good,0
406011132,Le Hunte - Elliston,47490,Streaky Bay (DC),0.007064,Poor,Good,1
406011132,Le Hunte - Elliston,48640,Wudinna (DC),0.5289183,Poor,Good,0
406011133,Port Lincoln,43710,Lower Eyre Peninsula (DC),0.1039019,Poor,Good,0
406011133,Port Lincoln,46300,Port Lincoln (C),0.8960981,Acceptable,Good,0
406011133,Port Lincoln,49399,Unincorporated SA,0,Acceptable,Good,1
406011134,West Coast (SA),41010,Ceduna (DC),0.2402837,Acceptable,Good,0
406011134,West Coast (SA),47490,Streaky Bay (DC),0.5906382,Poor,Good,0
406011134,West Coast (SA),49399,Unincorporated SA,0.1690781,Acceptable,Good,0
406011135,Western,44000,Maralinga Tjarutja (AC),0.8309852,Acceptable,Good,0
406011135,Western,49399,Unincorporated SA,0.1690148,Acceptable,Good,0
406011136,Whyalla,48540,Whyalla (C),1,Good,Good,0
406011136,Whyalla,49399,Unincorporated SA,0,Acceptable,Good,1
406011137,Whyalla - North,48540,Whyalla (C),0.5333333,Good,Good,0
406011137,Whyalla - North,49399,Unincorporated SA,0.4666667,Acceptable,Good,0
406021138,APY Lands,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
406021138,APY Lands,49399,Unincorporated SA,0,Acceptable,Good,1
406021139,Coober Pedy,41330,Coober Pedy (DC),1,Good,Good,0
406021140,Quorn - Lake Gilles,41830,Flinders Ranges (DC),0.7802477,Acceptable,Good,0
406021140,Quorn - Lake Gilles,46090,Port Augusta (C),0.1381391,Good,Good,0
406021140,Quorn - Lake Gilles,49399,Unincorporated SA,0.0816131,Acceptable,Good,0
406021141,Outback,49399,Unincorporated SA,1,Acceptable,Good,0
406021142,Port Augusta,46090,Port Augusta (C),1,Good,Good,0
406021143,Roxby Downs,46970,Roxby Downs (M),0.998716,Good,Good,0
406021143,Roxby Downs,49399,Unincorporated SA,0.001284,Acceptable,Good,1
407011144,Goolwa - Port Elliot,40220,Alexandrina (DC),1,Good,Good,0
407011145,Kangaroo Island,42750,Kangaroo Island (DC),1,Good,Good,0
407011146,Strathalbyn,40220,Alexandrina (DC),1,Good,Good,0
407011147,Strathalbyn Region,40220,Alexandrina (DC),0.9947233,Good,Good,0
407011147,Strathalbyn Region,48050,Victor Harbor (C),0.0028413,Good,Good,1
407011147,Strathalbyn Region,48750,Yankalilla (DC),0.0024354,Acceptable,Good,1
407011148,Victor Harbor,40220,Alexandrina (DC),0.0221774,Good,Good,0
407011148,Victor Harbor,48050,Victor Harbor (C),0.9778226,Good,Good,0
407011149,Yankalilla,42750,Kangaroo Island (DC),0,Good,Good,1
407011149,Yankalilla,45340,Onkaparinga (C),0,Good,Good,1
407011149,Yankalilla,48050,Victor Harbor (C),0.1030568,Good,Good,0
407011149,Yankalilla,48750,Yankalilla (DC),0.8969432,Acceptable,Good,0
407021150,Grant,42250,Grant (DC),0.9904976,Poor,Good,0
407021150,Grant,48340,Wattle Range (DC),0.0095024,Good,Good,1
407021151,Kingston - Robe,43360,Kingston (DC) (SA),0.6369734,Poor,Good,0
407021151,Kingston - Robe,46860,Robe (DC),0.3630266,Poor,Good,0
407021152,Millicent,48340,Wattle Range (DC),1,Good,Good,0
407021154,Naracoorte,45090,Naracoorte and Lucindale (DC),1,Good,Good,0
407021155,Naracoorte Region,45090,Naracoorte and Lucindale (DC),1,Good,Good,0
407021156,Penola,48340,Wattle Range (DC),1,Good,Good,0
407021157,Tatiara,47630,Tatiara (DC),1,Good,Good,0
407021158,Wattle Range,42250,Grant (DC),0.0049171,Poor,Good,1
407021158,Wattle Range,48340,Wattle Range (DC),0.9950829,Good,Good,0
407021173,Mount Gambier - East,42250,Grant (DC),0.0686281,Poor,Good,0
407021173,Mount Gambier - East,44620,Mount Gambier (C),0.9313719,Good,Good,0
407021174,Mount Gambier - West,42250,Grant (DC),0.0999715,Poor,Good,0
407021174,Mount Gambier - West,44620,Mount Gambier (C),0.9000285,Good,Good,0
