SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
404021101,Port Adelaide,404021101,Port Adelaide,1,Good,Good,0
404021102,The Parks,404021102,The Parks,1,Good,Good,0
404021103,Torrens Island,404021103,Torrens Island,1,Good,Good,0
404031104,Adelaide Airport,404031104,Adelaide Airport,1,Good,Good,0
404031105,Fulham,404031105,Fulham,1,Good,Good,0
404031106,Lockleys,404031106,Lockleys,1,Good,Good,0
404031107,Plympton,404031107,Plympton,1,Good,Good,0
404031108,Richmond (SA),404031108,Richmond (SA),1,Good,Good,0
404031109,West Beach,404031109,West Beach,1,Good,Good,0
405011110,Barossa - Angaston,405011110,Barossa - Angaston,1,Good,Good,0
405011111,Light,405011111,Light,1,Good,Good,0
405011112,Lyndoch,405011112,Lyndoch,1,Good,Good,0
405011113,Mallala,405011113,Mallala,1,Good,Good,0
405011114,Nuriootpa,405011114,Nuriootpa,1,Good,Good,0
405011115,Tanunda,405011115,Tanunda,1,Good,Good,0
405021116,Clare,405021116,Clare,1,Good,Good,0
405021117,Gilbert Valley,405021117,Gilbert Valley,1,Good,Good,0
405021118,Goyder,405021118,Goyder,1,Good,Good,0
405021119,Wakefield - Barunga West,405021119,Wakefield - Barunga West,1,Good,Good,0
405031120,Jamestown,405031120,Jamestown,1,Good,Good,0
405031121,Peterborough - Mount Remarkable,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
405031122,Port Pirie,405031122,Port Pirie,1,Good,Good,0
405031123,Port Pirie Region,405031123,Port Pirie Surrounds,1,Good,Good,0
405041124,Kadina,405041124,Kadina,1,Good,Good,0
405041125,Moonta,405041125,Moonta,1,Good,Good,0
405041126,Wallaroo,405041126,Wallaroo,1,Good,Good,0
405041127,Yorke Peninsula - North,405041127,Yorke Peninsula - North,1,Good,Good,0
405041128,Yorke Peninsula - South,405041128,Yorke Peninsula - South,1,Good,Good,0
406011129,Ceduna,406011129,Ceduna,1,Good,Good,0
406011130,Eyre Peninsula,406011130,Eyre Peninsula,1,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
406011132,Le Hunte - Elliston,406011132,Le Hunte - Elliston,1,Good,Good,0
406011133,Port Lincoln,406011133,Port Lincoln,1,Good,Good,0
406011134,West Coast (SA),406011134,West Coast (SA),1,Good,Good,0
406011135,Western,406011135,Western,1,Good,Good,0
406011136,Whyalla,406011136,Whyalla,1,Good,Good,0
406011137,Whyalla - North,406011137,Whyalla - North,1,Good,Good,0
406021138,APY Lands,406021138,APY Lands,1,Good,Good,0
406021139,Coober Pedy,406021139,Coober Pedy,1,Good,Good,0
406021140,Quorn - Lake Gilles,406021140,Quorn - Lake Gilles,1,Good,Good,0
406021141,Outback,406021141,Outback,1,Good,Good,0
406021142,Port Augusta,406021142,Port Augusta,1,Good,Good,0
406021143,Roxby Downs,406021143,Roxby Downs,1,Good,Good,0
407011144,Goolwa - Port Elliot,407011144,Goolwa - Port Elliot,1,Good,Good,0
407011145,Kangaroo Island,407011145,Kangaroo Island,1,Good,Good,0
407011146,Strathalbyn,407011146,Strathalbyn,1,Good,Good,0
407011147,Strathalbyn Region,407011147,Strathalbyn Surrounds,1,Good,Good,0
407011148,Victor Harbor,407011148,Victor Harbor,1,Good,Good,0
407011149,Yankalilla,407011149,Yankalilla,1,Good,Good,0
407021150,Grant,407021150,Grant,1,Good,Good,0
407021151,Kingston - Robe,407021151,Kingston - Robe,1,Good,Good,0
407021152,Millicent,407021152,Millicent,1,Good,Good,0
407021154,Naracoorte,407021154,Naracoorte,1,Good,Good,0
407021155,Naracoorte Region,407021155,Naracoorte Surrounds,1,Good,Good,0
407021156,Penola,407021156,Penola,1,Good,Good,0
407021157,Tatiara,407021157,Tatiara,1,Good,Good,0
407021158,Wattle Range,407021158,Wattle Range,1,Good,Good,0
407021173,Mount Gambier - East,407021173,Mount Gambier - East,1,Good,Good,0
407021174,Mount Gambier - West,407021174,Mount Gambier - West,1,Good,Good,0
407031159,Barmera,407031159,Barmera,1,Good,Good,0
407031160,Berri,407031160,Berri,1,Good,Good,0
407031161,Karoonda - Lameroo,407031161,Karoonda - Lameroo,1,Good,Good,0
407031162,Loxton,407031162,Loxton,1,Good,Good,0
407031163,Loxton Region,407031163,Loxton Surrounds,1,Good,Good,0
407031164,Mannum,407031164,Mannum,1,Good,Good,0
407031165,Murray Bridge,407031165,Murray Bridge,1,Good,Good,0
407031166,Murray Bridge Region,407031166,Murray Bridge Surrounds,1,Good,Good,0
407031167,Renmark,407031167,Renmark,1,Good,Good,0
407031168,Renmark Region,407031168,Renmark Surrounds,1,Good,Good,0
407031169,The Coorong,407031169,The Coorong,1,Good,Good,0
407031170,Waikerie,407031170,Waikerie,1,Good,Good,0
497979799,Migratory - Offshore - Shipping (SA),497979799,Migratory - Offshore - Shipping (SA),1,Good,Good,0
499999499,No usual address (SA),499999499,No usual address (SA),1,Good,Good,0
501011001,Augusta,501011001,Augusta,1,Good,Good,0
501011002,Busselton,501011293,Busselton - East,0.3286241,Poor,Good,0
501011002,Busselton,501011294,Busselton - West,0.6713759,Poor,Good,0
501011003,Busselton Region,501011003,Busselton Surrounds,1,Good,Good,0
501011004,Margaret River,501011004,Margaret River,1,Good,Good,0
501021005,Australind - Leschenault,501021005,Australind - Leschenault,1,Good,Good,0
501021007,Capel,501021007,Capel,1,Good,Good,0
501021008,College Grove - Carey Park,501021008,College Grove - Carey Park,1,Good,Good,0
501021009,Collie,501021009,Collie,1,Good,Good,0
501021010,Dardanup,501021010,Dardanup,1,Good,Good,0
501021011,Davenport,501021011,Davenport,1,Good,Good,0
501021012,Eaton - Pelican Point,501021012,Eaton - Pelican Point,1,Good,Good,0
501021014,Harvey,501021014,Harvey,1,Good,Good,0
501021015,East Bunbury - Glen Iris,501021015,East Bunbury - Glen Iris,1,Good,Good,0
501021016,Waroona,501021016,Waroona,1,Good,Good,0
501021251,Dalyellup,501021251,Dalyellup,1,Good,Good,0
501021252,Gelorup - Stratham,501021252,Gelorup - Stratham,1,Good,Good,0
501021253,South Bunbury - Bunbury,501021253,South Bunbury - Bunbury,1,Good,Good,0
501021254,Withers - Usher,501021254,Withers - Usher,1,Good,Good,0
501031017,Bridgetown - Boyup Brook,501031017,Bridgetown - Boyup Brook,1,Good,Good,0
501031018,Donnybrook - Balingup,501031018,Donnybrook - Balingup,1,Good,Good,0
501031019,Manjimup,501031019,Manjimup,1,Good,Good,0
501031020,Pemberton,501031020,Pemberton,1,Good,Good,0
502011021,Dawesville - Bouvard,502011021,Dawesville - Bouvard,1,Good,Good,0
502011022,Falcon - Wannanup,502011022,Falcon - Wannanup,1,Good,Good,0
502011023,Greenfields,502011023,Greenfields,1,Good,Good,0
502011024,Halls Head - Erskine,502011024,Halls Head - Erskine,1,Good,Good,0
502011025,Mandurah,502011025,Mandurah,1,Good,Good,0
502011026,Mandurah - East,502011026,Mandurah - East,1,Good,Good,0
502011027,Mandurah - North,502011027,Mandurah - North,1,Good,Good,0
502011028,Mandurah - South,502011028,Mandurah - South,1,Good,Good,0
502011029,Pinjarra,502011029,Pinjarra,1,Good,Good,0
503011030,City Beach,503011030,City Beach,1,Good,Good,0
503011031,Claremont (WA),503011031,Claremont (WA),1,Good,Good,0
503011032,Cottesloe,503011032,Cottesloe,1,Good,Good,0
503011033,Floreat,503011033,Floreat,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,503011034,Mosman Park - Peppermint Grove,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,503011035,Nedlands - Dalkeith - Crawley,1,Good,Good,0
503011036,Swanbourne - Mount Claremont,503011036,Swanbourne - Mount Claremont,1,Good,Good,0
503021037,Kings Park (WA),503021037,Kings Park (WA),1,Good,Good,0
503021038,Mount Hawthorn - Leederville,503021038,Mount Hawthorn - Leederville,1,Good,Good,0
503021039,Mount Lawley - Inglewood,503021039,Mount Lawley - Inglewood,1,Good,Good,0
503021040,North Perth,503021040,North Perth,1,Good,Good,0
503021041,Perth City,503021295,East Perth,0.3493915,Poor,Good,0
503021041,Perth City,503021296,Perth (North) - Highgate,0.3560715,Poor,Good,0
503021041,Perth City,503021297,Perth (West) - Northbridge,0.294537,Poor,Good,0
503021042,Subiaco - Shenton Park,503021042,Subiaco - Shenton Park,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,503021043,Wembley - West Leederville - Glendalough,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,504011044,Bassendean - Eden Hill - Ashfield,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,504011045,Bayswater - Embleton - Bedford,1,Good,Good,0
504011046,Maylands,504011046,Maylands,1,Good,Good,0
504011047,Morley,504011047,Morley,1,Good,Good,0
504011048,Noranda,504011048,Noranda,1,Good,Good,0
504021049,Chidlow,504021049,Chidlow,1,Good,Good,0
504021050,Glen Forrest - Darlington,504021050,Glen Forrest - Darlington,1,Good,Good,0
504021051,Helena Valley - Koongamia,504021051,Helena Valley - Koongamia,1,Good,Good,0
504021052,Malmalling - Reservoir,504021052,Malmalling - Reservoir,1,Good,Good,0
504021053,Mundaring,504021053,Mundaring,1,Good,Good,0
504021054,Swan View - Greenmount - Midvale,504021054,Swan View - Greenmount - Midvale,1,Good,Good,0
504031055,Avon Valley National Park,504031055,Avon Valley National Park,1,Good,Good,0
504031056,Ballajura,504031056,Ballajura,1,Good,Good,0
504031057,Beechboro,504031057,Beechboro,1,Good,Good,0
504031058,Bullsbrook,504031058,Bullsbrook,1,Good,Good,0
504031059,Ellenbrook,504031298,Aveley,0.3300987,Poor,Good,0
504031059,Ellenbrook,504031299,Brabham - Henley Brook,0.1610479,Poor,Good,0
504031059,Ellenbrook,504031300,Ellenbrook,0.5088534,Poor,Good,0
504031060,Gidgegannup,504031060,Gidgegannup,1,Good,Good,0
504031061,Hazelmere - Guildford,504031061,Hazelmere - Guildford,1,Good,Good,0
504031062,Lockridge - Kiara,504031062,Lockridge - Kiara,1,Good,Good,0
504031063,Malaga,504031063,Malaga,1,Good,Good,0
504031064,Melaleuca - Lexia,504031064,Melaleuca - Lexia,1,Good,Good,0
504031065,Middle Swan - Herne Hill,504031065,Middle Swan - Herne Hill,1,Good,Good,0
504031066,Midland - Guildford,504031066,Midland - Guildford,1,Good,Good,0
504031067,Stratton - Jane Brook,504031067,Stratton - Jane Brook,1,Good,Good,0
504031068,The Vines,504031068,The Vines,1,Good,Good,0
504031069,Walyunga National Park,504031069,Walyunga National Park,1,Good,Good,0
505011070,Craigie - Beldon,505011070,Craigie - Beldon,1,Good,Good,0
505011071,Currambine - Kinross,505011071,Currambine - Kinross,1,Good,Good,0
505011072,Duncraig,505011072,Duncraig,1,Good,Good,0
505011073,Greenwood - Warwick,505011073,Greenwood - Warwick,1,Good,Good,0
505011074,Heathridge - Connolly,505011074,Heathridge - Connolly,1,Good,Good,0
505011075,Hillarys,505011075,Hillarys,1,Good,Good,0
505011076,Iluka - Burns Beach,505011076,Iluka - Burns Beach,1,Good,Good,0
505011077,Joondalup - Edgewater,505011077,Joondalup - Edgewater,1,Good,Good,0
505011078,Kingsley,505011078,Kingsley,1,Good,Good,0
505011079,Mullaloo - Kallaroo,505011079,Mullaloo - Kallaroo,1,Good,Good,0
505011080,Ocean Reef,505011080,Ocean Reef,1,Good,Good,0
505011081,Padbury,505011081,Padbury,1,Good,Good,0
505011082,Sorrento - Marmion,505011082,Sorrento - Marmion,1,Good,Good,0
505011083,Woodvale,505011083,Woodvale,1,Good,Good,0
505021084,Balcatta - Hamersley,505021084,Balcatta - Hamersley,1,Good,Good,0
505021085,Balga - Mirrabooka,505021085,Balga - Mirrabooka,1,Good,Good,0
505021086,Dianella,505021301,Dianella - North,0.4800172,Poor,Good,0
505021086,Dianella,505021302,Dianella - South,0.5199828,Poor,Good,0
505021087,Herdsman,505021087,Herdsman,1,Good,Good,0
505021088,Innaloo - Doubleview,505021088,Innaloo - Doubleview,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,505021089,Karrinyup - Gwelup - Carine,1,Good,Good,0
505021090,Nollamara - Westminster,505021090,Nollamara - Westminster,1,Good,Good,0
505021091,Osborne Park Industrial,505021091,Osborne Park Industrial,1,Good,Good,0
505021092,Scarborough,505021092,Scarborough,1,Good,Good,0
505021093,Stirling - Osborne Park,505021093,Stirling - Osborne Park,1,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,505021094,Trigg - North Beach - Watermans Bay,1,Good,Good,0
505021095,Tuart Hill - Joondanna,505021095,Tuart Hill - Joondanna,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,505021096,Wembley Downs - Churchlands - Woodlands,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,505021097,Yokine - Coolbinia - Menora,1,Good,Good,0
505031098,Alexander Heights - Koondoola,505031098,Alexander Heights - Koondoola,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,505031099,Butler - Merriwa - Ridgewood,1,Good,Good,0
505031100,Carramar,505031100,Carramar,1,Good,Good,0
505031101,Clarkson,505031101,Clarkson,1,Good,Good,0
505031102,Girrawheen,505031102,Girrawheen,1,Good,Good,0
505031103,Madeley - Darch - Landsdale,505031304,Landsdale,0.4818861,Poor,Good,0
505031103,Madeley - Darch - Landsdale,505031305,Madeley - Darch,0.5181139,Poor,Good,0
505031104,Marangaroo,505031104,Marangaroo,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,505031105,Mindarie - Quinns Rocks - Jindalee,1,Good,Good,0
505031106,Neerabup National Park,505031099,Butler - Merriwa - Ridgewood,0.0003169,Good,Good,1
505031106,Neerabup National Park,505031106,Neerabup National Park,0.9996831,Good,Good,0
505031107,Tapping - Ashby - Sinagra,505031107,Tapping - Ashby - Sinagra,1,Good,Good,0
505031108,Wanneroo,505031303,Hocking - Pearsall,0.4470989,Poor,Good,0
505031108,Wanneroo,505031306,Wanneroo - Sinagra,0.5529011,Poor,Good,0
505031255,Alkimos - Eglinton,505031255,Alkimos - Eglinton,1,Good,Good,0
505031256,Carabooda - Pinjar,505031256,Carabooda - Pinjar,1,Good,Good,0
505031257,Two Rocks,505031257,Two Rocks,1,Good,Good,0
505031258,Yanchep,505031258,Yanchep,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,506011110,Armadale - Wungong - Brookdale,1,Good,Good,0
506011111,Ashendon - Lesley,506011111,Ashendon - Lesley,1,Good,Good,0
506011112,Camillo - Champion Lakes,506011112,Camillo - Champion Lakes,1,Good,Good,0
506011113,Forrestdale - Harrisdale - Piara Waters,506011307,Harrisdale,0.4727953,Poor,Good,0
506011113,Forrestdale - Harrisdale - Piara Waters,506011308,Piara Waters - Forrestdale,0.5272047,Poor,Good,0
506011114,Kelmscott,506011114,Kelmscott,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,506011115,Mount Nasura - Mount Richon - Bedfordale,1,Good,Good,0
506011116,Roleystone,506011116,Roleystone,1,Good,Good,0
506011117,Seville Grove,506011117,Seville Grove,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,506021118,Belmont - Ascot - Redcliffe,1,Good,Good,0
506021119,East Victoria Park - Carlisle,506021119,East Victoria Park - Carlisle,1,Good,Good,0
506021120,Kewdale Commercial,506021120,Kewdale Commercial,1,Good,Good,0
506021121,Perth Airport,506021121,Perth Airport,1,Good,Good,0
506021122,Rivervale - Kewdale - Cloverdale,506021309,Cloverdale,0.3184433,Poor,Good,0
506021122,Rivervale - Kewdale - Cloverdale,506021310,Kewdale,0.2719537,Poor,Good,0
506021122,Rivervale - Kewdale - Cloverdale,506021311,Rivervale,0.409603,Poor,Good,0
506021123,Victoria Park - Lathlain - Burswood,506021123,Victoria Park - Lathlain - Burswood,1,Good,Good,0
506031124,Bentley - Wilson - St James,506031124,Bentley - Wilson - St James,1,Good,Good,0
506031125,Canning Vale - West,506031125,Canning Vale - West,1,Good,Good,0
506031126,Canning Vale Commercial,506031126,Canning Vale Commercial,1,Good,Good,0
506031127,Cannington - Queens Park,506031127,Cannington - Queens Park,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,506031128,Parkwood - Ferndale - Lynwood,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,506031129,Riverton - Shelley - Rossmoyne,1,Good,Good,0
506031130,Welshpool,506031130,Welshpool,1,Good,Good,0
506031131,Willetton,506031131,Willetton,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,506041132,Beckenham - Kenwick - Langford,1,Good,Good,0
506041133,Canning Vale - East,506041133,Canning Vale - East,1,Good,Good,0
506041134,Gosnells,506041134,Gosnells,1,Good,Good,0
506041135,Huntingdale - Southern River,506041135,Huntingdale - Southern River,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,506041136,Maddington - Orange Grove - Martin,1,Good,Good,0
506041137,Thornlie,506041137,Thornlie,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,506051138,Forrestfield - Wattle Grove,1,Good,Good,0
506051139,High Wycombe,506051139,High Wycombe,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,506051140,Kalamunda - Maida Vale - Gooseberry Hill,1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,506051141,Lesmurdie - Bickley - Carmel,1,Good,Good,0
506061142,Byford,506061142,Byford,1,Good,Good,0
506061143,Mundijong,506061143,Mundijong,1,Good,Good,0
506061144,Serpentine - Jarrahdale,506061144,Serpentine - Jarrahdale,1,Good,Good,0
506071145,Como,506071145,Como,1,Good,Good,0
506071146,Manning - Waterford,506071146,Manning - Waterford,1,Good,Good,0
506071147,South Perth - Kensington,506071147,South Perth - Kensington,1,Good,Good,0
507011148,Banjup,507011148,Banjup,1,Good,Good,0
507011150,Bibra Industrial,507011150,Bibra Industrial,1,Good,Good,0
507011151,Bibra Lake,507011151,Bibra Lake,1,Good,Good,0
507011152,Coogee,507011152,Coogee,1,Good,Good,0
507011153,Coolbellup,507011153,Coolbellup,1,Good,Good,0
507011154,Hamilton Hill,507011154,Hamilton Hill,1,Good,Good,0
507011155,Henderson,507011155,Henderson,1,Good,Good,0
507011158,North Coogee,507011158,North Coogee,1,Good,Good,0
507011159,South Lake - Cockburn Central,507011159,South Lake - Cockburn Central,1,Good,Good,0
507011160,Spearwood,507011160,Spearwood,1,Good,Good,0
507011161,Success - Hammond Park,507011161,Success - Hammond Park,1,Good,Good,0
507011163,Yangebup,507011163,Yangebup,1,Good,Good,0
507011259,Beeliar - Wattleup,507011259,Beeliar - Wattleup,1,Good,Good,0
507011260,Jandakot,507011260,Jandakot,1,Good,Good,0
507021164,East Fremantle,507021164,East Fremantle,1,Good,Good,0
507021165,Fremantle,507021165,Fremantle,1,Good,Good,0
507021166,Fremantle - South,507021166,Fremantle - South,1,Good,Good,0
507021167,O'Connor (WA),507021167,O'Connor (WA),1,Good,Good,0
507031169,Bertram - Wellard (West),507031169,Wellard (West) - Bertram,1,Good,Good,0
507031170,Calista,507031170,Calista,1,Good,Good,0
507031172,Hope Valley - Postans,507031172,Hope Valley - Postans,1,Good,Good,0
507031173,Kwinana Industrial,507031173,Kwinana Industrial,1,Good,Good,0
507031174,Parmelia - Orelia,507031174,Parmelia - Orelia,1,Good,Good,0
507031261,Casuarina - Wandi,507031261,Casuarina - Wandi,1,Good,Good,0
507041175,Applecross - Ardross,507041175,Applecross - Ardross,1,Good,Good,0
507041176,Bateman,507041176,Bateman,1,Good,Good,0
507041177,Bicton - Palmyra,507041177,Bicton - Palmyra,1,Good,Good,0
507041178,Booragoon,507041178,Booragoon,1,Good,Good,0
507041179,Bull Creek,507041179,Bull Creek,1,Good,Good,0
507041180,Leeming,507041180,Leeming,1,Good,Good,0
507041181,Melville,507041181,Melville,1,Good,Good,0
507041182,Murdoch - Kardinya,507041182,Murdoch - Kardinya,1,Good,Good,0
507041183,Willagee,507041183,Willagee,1,Good,Good,0
507041184,Winthrop,507041184,Winthrop,1,Good,Good,0
507051185,Baldivis,507051312,Baldivis - North,0.2534717,Poor,Good,0
507051185,Baldivis,507051313,Baldivis - South,0.7052911,Poor,Good,0
507051185,Baldivis,507051314,Karnup,0.0412372,Poor,Good,0
507051186,Cooloongup,507051186,Cooloongup,1,Good,Good,0
507051187,Port Kennedy,507051187,Port Kennedy,1,Good,Good,0
507051188,Rockingham,507051188,Rockingham,1,Good,Good,0
507051189,Rockingham Lakes,507051189,Rockingham Lakes,1,Good,Good,0
507051190,Safety Bay - Shoalwater,507051190,Safety Bay - Shoalwater,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,507051191,Singleton - Golden Bay - Secret Harbour,1,Good,Good,0
507051192,Waikiki,507051192,Waikiki,1,Good,Good,0
507051193,Warnbro,507051193,Warnbro,1,Good,Good,0
509011225,Albany,509011225,Albany,1,Good,Good,0
509011226,Albany Region,509011226,Albany Surrounds,1,Good,Good,0
509011227,Bayonet Head - Lower King,509011227,Bayonet Head - Lower King,1,Good,Good,0
509011228,Denmark,509011228,Denmark,1,Good,Good,0
509011229,Gnowangerup,509011229,Gnowangerup,1,Good,Good,0
509011230,Katanning,509011230,Katanning,1,Good,Good,0
509011231,Kojonup,509011231,Kojonup,1,Good,Good,0
509011232,Little Grove - Elleker,509011232,Little Grove - Elleker,1,Good,Good,0
509011233,McKail - Willyung,509011233,McKail - Willyung,1,Good,Good,0
509011234,Plantagenet,509011234,Plantagenet,1,Good,Good,0
509011235,Stirling Range National Park,509011235,Stirling Range National Park,1,Good,Good,0
509021236,Chittering,509021236,Chittering,1,Good,Good,0
509021237,Cunderdin,509021237,Cunderdin,1,Good,Good,0
509021238,Dowerin,509021238,Dowerin,1,Good,Good,0
509021239,Gingin - Dandaragan,509021239,Gingin - Dandaragan,1,Good,Good,0
509021240,Merredin,509021240,Merredin,1,Good,Good,0
509021241,Moora,509021241,Moora,1,Good,Good,0
509021242,Mukinbudin,509021242,Mukinbudin,1,Good,Good,0
509021243,Northam,509021243,Northam,1,Good,Good,0
509021244,Toodyay,509021244,Toodyay,1,Good,Good,0
509021245,York - Beverley,509021245,York - Beverley,1,Good,Good,0
509031246,Brookton,509031246,Brookton,1,Good,Good,0
509031247,Kulin,509031247,Kulin,1,Good,Good,0
509031248,Murray,509031248,Murray,1,Good,Good,0
509031249,Narrogin,509031249,Narrogin,1,Good,Good,0
509031250,Wagin,509031250,Wagin,1,Good,Good,0
510011262,Broome,510011262,Broome,1,Good,Good,0
510011263,Derby - West Kimberley,510011263,Derby - West Kimberley,1,Good,Good,0
510011264,Halls Creek,510011264,Halls Creek,1,Good,Good,0
510011265,Kununurra,510011265,Kununurra,1,Good,Good,0
510011266,Roebuck,510011266,Roebuck,1,Good,Good,0
510021267,East Pilbara,510021267,East Pilbara,1,Good,Good,0
510021268,Newman,510021268,Newman,1,Good,Good,0
510021269,Port Hedland,510021269,Port Hedland,1,Good,Good,0
510021270,South Hedland,510021270,South Hedland,1,Good,Good,0
510031271,Ashburton (WA),510031271,Ashburton (WA),1,Good,Good,0
510031272,Karratha,510031272,Karratha,1,Good,Good,0
510031273,Roebourne,510031273,Roebourne,1,Good,Good,0
511011274,Esperance,511011274,Esperance,1,Good,Good,0
511011275,Esperance Region,511011275,Esperance Surrounds,1,Good,Good,0
511021276,Carnarvon,511021276,Carnarvon,1,Good,Good,0
511021277,Exmouth,511021277,Exmouth,1,Good,Good,0
511031278,Boulder,511031278,Boulder,1,Good,Good,0
511031279,Kalgoorlie,511031279,Kalgoorlie,1,Good,Good,0
511031280,Kalgoorlie - North,511031280,Kalgoorlie - North,1,Good,Good,0
511031281,Kalgoorlie Airport,511031281,Kalgoorlie Airport,1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,511031282,Kambalda - Coolgardie - Norseman,1,Good,Good,0
511031283,Leinster - Leonora,511031283,Leinster - Leonora,1,Good,Good,0
511031284,Trafalgar (WA),511031284,Trafalgar (WA),1,Good,Good,0
511041285,Geraldton,511041285,Geraldton,1,Good,Good,0
511041286,Geraldton - East,511041286,Geraldton - East,1,Good,Good,0
511041287,Geraldton - North,511041287,Geraldton - North,1,Good,Good,0
511041288,Geraldton - South,511041288,Geraldton - South,1,Good,Good,0
511041289,Irwin,511041289,Irwin,1,Good,Good,0
511041290,Meekatharra,511041290,Meekatharra,1,Good,Good,0
511041291,Morawa,511041291,Morawa,1,Good,Good,0
511041292,Northampton - Mullewa - Greenough,511041292,Northampton - Mullewa - Greenough,1,Good,Good,0
597979799,Migratory - Offshore - Shipping (WA),597979799,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599999499,No usual address (WA),599999499,No usual address (WA),1,Good,Good,0
601011001,Bridgewater - Gagebrook,601011001,Bridgewater - Gagebrook,1,Good,Good,0
601011002,Brighton - Pontville,601011002,Brighton - Pontville,1,Good,Good,0
601011003,Old Beach - Otago,601011003,Old Beach - Otago,1,Good,Good,0
601021004,Bellerive - Rosny,601021004,Bellerive - Rosny,1,Good,Good,0
601021005,Cambridge,601021005,Cambridge,1,Good,Good,0
601021006,Geilston Bay - Risdon,601021006,Geilston Bay - Risdon,1,Good,Good,0
601021007,Howrah - Tranmere,601021007,Howrah - Tranmere,1,Good,Good,0
601021008,Lindisfarne - Rose Bay,601021008,Lindisfarne - Rose Bay,1,Good,Good,0
601021009,Mornington - Warrane,601021009,Mornington - Warrane,1,Good,Good,0
601021010,Risdon Vale,601021010,Risdon Vale,1,Good,Good,0
601021011,Rokeby,601021011,Rokeby,1,Good,Good,0
601021012,South Arm,601021012,South Arm,1,Good,Good,0
601031013,Austins Ferry - Granton,601031013,Austins Ferry - Granton,1,Good,Good,0
601031014,Berriedale - Chigwell,601031014,Berriedale - Chigwell,1,Good,Good,0
601031015,Claremont (Tas.),601031015,Claremont (Tas.),1,Good,Good,0
601031016,Derwent Park - Lutana,601031016,Derwent Park - Lutana,1,Good,Good,0
601031017,Glenorchy,601031017,Glenorchy,1,Good,Good,0
601031018,Montrose - Rosetta,601031018,Montrose - Rosetta,1,Good,Good,0
601031019,Moonah,601031019,Moonah,1,Good,Good,0
601031020,New Norfolk,601031020,New Norfolk,1,Good,Good,0
601031021,West Moonah,601031021,West Moonah,1,Good,Good,0
601041022,Kingston - Huntingfield,601041022,Kingston - Huntingfield,1,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,601041023,Kingston Beach - Blackmans Bay,1,Good,Good,0
601041024,Margate - Snug,601041024,Margate - Snug,1,Good,Good,0
601041025,Mount Wellington,601041025,Mount Wellington,1,Good,Good,0
601041026,Taroona - Bonnet Hill,601041026,Taroona - Bonnet Hill,1,Good,Good,0
601051027,Hobart,601051027,Hobart,1,Good,Good,0
601051028,Lenah Valley - Mount Stuart,601031021,West Moonah,0.000268,Good,Good,1
601051028,Lenah Valley - Mount Stuart,601051028,Lenah Valley - Mount Stuart,0.999732,Good,Good,0
601051029,Mount Nelson - Dynnyrne,601051029,Mount Nelson - Dynnyrne,1,Good,Good,0
601051030,New Town,601051028,Lenah Valley - Mount Stuart,0.0104376,Good,Good,0
601051030,New Town,601051030,New Town,0.9895624,Good,Good,0
601051031,Sandy Bay,601051031,Sandy Bay,1,Good,Good,0
601051032,South Hobart - Fern Tree,601051032,South Hobart - Fern Tree,1,Good,Good,0
601051033,West Hobart,601051033,West Hobart,1,Good,Good,0
601061034,Dodges Ferry - Lewisham,601061034,Dodges Ferry - Lewisham,1,Good,Good,0
601061035,Sorell - Richmond,601061035,Sorell - Richmond,1,Good,Good,0
602011036,Invermay,602011036,Invermay,1,Good,Good,0
602011037,Kings Meadows - Punchbowl,602011037,Kings Meadows - Punchbowl,1,Good,Good,0
